WORK_DATE,DEB_TIME,ENTITY_DESCRIPTION_SHORT,WAIT_TIME_MAX
2022-07-31,2022-07-31 17:00:00.000,Merry Go Round,15
2022-07-31,2022-07-31 17:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 17:00:00.000,Rapids Ride,16
2022-07-31,2022-07-31 17:00:00.000,Roller Coaster,17
2022-07-31,2022-07-31 17:00:00.000,Spinning Coaster,20
2022-07-31,2022-07-31 17:00:00.000,Spiral Slide,64
2022-07-31,2022-07-31 17:00:00.000,Superman Ride,20
2022-07-31,2022-07-31 17:00:00.000,Swing Ride,46
2022-07-31,2022-07-31 17:00:00.000,Water Ride,25
2022-07-31,2022-07-31 17:00:00.000,Zipline,30
2022-07-31,2022-07-31 18:00:00.000,Bumper Cars,7
2022-07-31,2022-07-31 18:00:00.000,Bungee Jump,18
2022-07-31,2022-07-31 18:00:00.000,Circus Train,5
2022-07-31,2022-07-31 18:00:00.000,Dizzy Dropper,13
2022-07-31,2022-07-31 18:00:00.000,Drop Tower,25
2022-07-31,2022-07-31 18:00:00.000,Flying Coaster,15
2022-07-31,2022-07-31 18:00:00.000,Free Fall,49
2022-07-31,2022-07-31 18:00:00.000,Giant Wheel,49
2022-07-31,2022-07-31 18:00:00.000,Go-Karts,31
2022-07-31,2022-07-31 18:00:00.000,Haunted House,19
2022-07-31,2022-07-31 18:00:00.000,Inverted Coaster,24
2022-07-31,2022-07-31 18:00:00.000,Kiddie Coaster,7
2022-07-31,2022-07-31 18:00:00.000,Merry Go Round,12
2022-07-31,2022-07-31 18:00:00.000,Oz Theatre,7
2022-07-31,2022-07-31 18:00:00.000,Rapids Ride,14
2022-07-31,2022-07-31 18:00:00.000,Spinning Coaster,22
2022-07-31,2022-07-31 18:00:00.000,Spiral Slide,71
2022-07-31,2022-07-31 18:00:00.000,Superman Ride,20
2022-07-31,2022-07-31 18:00:00.000,Swing Ride,49
2022-07-31,2022-07-31 18:00:00.000,Water Ride,26
2022-07-31,2022-07-31 18:00:00.000,Zipline,32
2022-07-31,2022-07-31 19:00:00.000,Bumper Cars,7
2022-07-31,2022-07-31 19:00:00.000,Bungee Jump,15
2022-07-31,2022-07-31 19:00:00.000,Circus Train,5
2022-07-31,2022-07-31 19:00:00.000,Dizzy Dropper,13
2022-07-31,2022-07-31 19:00:00.000,Drop Tower,23
2022-07-31,2022-07-31 19:00:00.000,Flying Coaster,15
2022-07-31,2022-07-31 19:00:00.000,Giant Wheel,43
2022-07-31,2022-07-31 19:00:00.000,Go-Karts,27
2022-07-31,2022-07-31 19:00:00.000,Haunted House,16
2022-07-31,2022-07-31 19:00:00.000,Kiddie Coaster,7
2022-07-31,2022-07-31 19:00:00.000,Merry Go Round,10
2022-07-31,2022-07-31 19:00:00.000,Oz Theatre,7
2022-07-31,2022-07-31 19:00:00.000,Rapids Ride,15
2022-07-31,2022-07-31 19:00:00.000,Spinning Coaster,15
2022-07-31,2022-07-31 19:00:00.000,Superman Ride,20
2022-07-31,2022-07-31 19:00:00.000,Swing Ride,46
2022-07-31,2022-07-31 19:00:00.000,Water Ride,24
2022-07-31,2022-07-31 19:00:00.000,Zipline,29
2022-07-31,2022-07-31 20:00:00.000,Bumper Cars,5
2022-07-31,2022-07-31 20:00:00.000,Bungee Jump,11
2022-07-31,2022-07-31 20:00:00.000,Circus Train,5
2022-07-31,2022-07-31 20:00:00.000,Dizzy Dropper,12
2022-07-31,2022-07-31 20:00:00.000,Drop Tower,20
2022-07-31,2022-07-31 20:00:00.000,Flying Coaster,11
2022-07-31,2022-07-31 20:00:00.000,Giant Wheel,37
2022-07-31,2022-07-31 20:00:00.000,Go-Karts,23
2022-07-31,2022-07-31 20:00:00.000,Haunted House,13
2022-07-31,2022-07-31 20:00:00.000,Kiddie Coaster,6
2022-07-31,2022-07-31 20:00:00.000,Merry Go Round,8
2022-07-31,2022-07-31 20:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 20:00:00.000,Rapids Ride,12
2022-07-31,2022-07-31 20:00:00.000,Spinning Coaster,10
2022-07-31,2022-07-31 20:00:00.000,Swing Ride,44
2022-07-31,2022-07-31 20:00:00.000,Water Ride,21
2022-07-31,2022-07-31 20:00:00.000,Zipline,26
2022-07-31,2022-07-31 21:00:00.000,Bumper Cars,5
2022-07-31,2022-07-31 21:00:00.000,Bungee Jump,13
2022-07-31,2022-07-31 21:00:00.000,Circus Train,5
2022-07-31,2022-07-31 21:00:00.000,Dizzy Dropper,11
2022-07-31,2022-07-31 21:00:00.000,Drop Tower,19
2022-07-31,2022-07-31 21:00:00.000,Flying Coaster,12
2022-07-31,2022-07-31 21:00:00.000,Giant Wheel,34
2022-07-31,2022-07-31 21:00:00.000,Go-Karts,24
2022-07-31,2022-07-31 21:00:00.000,Haunted House,12
2022-07-31,2022-07-31 21:00:00.000,Kiddie Coaster,7
2022-07-31,2022-07-31 21:00:00.000,Merry Go Round,8
2022-07-31,2022-07-31 21:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 21:00:00.000,Rapids Ride,12
2022-07-31,2022-07-31 21:00:00.000,Spinning Coaster,14
2022-07-31,2022-07-31 21:00:00.000,Swing Ride,43
2022-07-31,2022-07-31 21:00:00.000,Water Ride,19
2022-07-31,2022-07-31 21:00:00.000,Zipline,24
2022-07-31,2022-07-31 22:00:00.000,Bumper Cars,7
2022-07-31,2022-07-31 22:00:00.000,Bungee Jump,17
2022-07-31,2022-07-31 22:00:00.000,Circus Train,5
2022-07-31,2022-07-31 22:00:00.000,Dizzy Dropper,11
2022-07-31,2022-07-31 22:00:00.000,Drop Tower,23
2022-07-31,2022-07-31 22:00:00.000,Flying Coaster,15
2022-07-31,2022-07-31 22:00:00.000,Giant Wheel,30
2022-07-31,2022-07-31 22:00:00.000,Go-Karts,16
2022-07-31,2022-07-31 22:00:00.000,Haunted House,20
2022-07-31,2022-07-31 22:00:00.000,Merry Go Round,10
2022-07-31,2022-07-31 22:00:00.000,Oz Theatre,8
2022-07-31,2022-07-31 22:00:00.000,Spinning Coaster,17
2022-07-31,2022-07-31 22:00:00.000,Swing Ride,38
2022-07-31,2022-07-31 22:00:00.000,Water Ride,18
2022-07-31,2022-07-31 22:00:00.000,Zipline,22
2022-08-01,2022-08-01 09:00:00.000,Bumper Cars,7
2022-08-01,2022-08-01 09:00:00.000,Bungee Jump,16
2022-08-01,2022-08-01 09:00:00.000,Circus Train,6
2022-08-01,2022-08-01 09:00:00.000,Dizzy Dropper,4
2022-08-01,2022-08-01 09:00:00.000,Drop Tower,14
2022-08-01,2022-08-01 09:00:00.000,Flying Coaster,13
2022-08-01,2022-08-01 09:00:00.000,Free Fall,65
2022-08-01,2022-08-01 09:00:00.000,Giant Wheel,31
2022-08-01,2022-08-01 09:00:00.000,Go-Karts,19
2022-08-01,2022-08-01 09:00:00.000,Haunted House,5
2022-08-01,2022-08-01 09:00:00.000,Inverted Coaster,24
2022-08-01,2022-08-01 09:00:00.000,Merry Go Round,9
2022-08-01,2022-08-01 09:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 09:00:00.000,Spinning Coaster,8
2022-08-01,2022-08-01 09:00:00.000,Spiral Slide,84
2022-08-01,2022-08-01 09:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 09:00:00.000,Swing Ride,39
2022-08-01,2022-08-01 09:00:00.000,Water Ride,8
2022-08-01,2022-08-01 09:00:00.000,Zipline,14
2022-08-01,2022-08-01 10:00:00.000,Bumper Cars,9
2022-08-01,2022-08-01 10:00:00.000,Bungee Jump,17
2022-08-01,2022-08-01 10:00:00.000,Circus Train,6
2022-08-01,2022-08-01 10:00:00.000,Dizzy Dropper,12
2022-08-01,2022-08-01 10:00:00.000,Drop Tower,27
2022-08-01,2022-08-01 10:00:00.000,Flying Coaster,16
2022-08-01,2022-08-01 10:00:00.000,Free Fall,60
2022-08-01,2022-08-01 10:00:00.000,Giant Wheel,48
2022-08-01,2022-08-01 10:00:00.000,Go-Karts,28
2022-08-01,2022-08-01 10:00:00.000,Haunted House,16
2022-08-01,2022-08-01 10:00:00.000,Inverted Coaster,43
2022-08-01,2022-08-01 10:00:00.000,Kiddie Coaster,7
2022-08-01,2022-08-01 10:00:00.000,Merry Go Round,12
2022-08-01,2022-08-01 10:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 10:00:00.000,Rapids Ride,15
2022-08-01,2022-08-01 10:00:00.000,Roller Coaster,32
2022-08-01,2022-08-01 10:00:00.000,Spinning Coaster,20
2022-08-01,2022-08-01 10:00:00.000,Spiral Slide,83
2022-08-01,2022-08-01 10:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 10:00:00.000,Swing Ride,43
2022-08-01,2022-08-01 10:00:00.000,Water Ride,23
2022-08-01,2022-08-01 10:00:00.000,Zipline,32
2022-08-01,2022-08-01 11:00:00.000,Bumper Cars,10
2022-08-01,2022-08-01 11:00:00.000,Bungee Jump,23
2022-08-01,2022-08-01 11:00:00.000,Circus Train,6
2022-08-01,2022-08-01 11:00:00.000,Dizzy Dropper,14
2022-08-01,2022-08-01 11:00:00.000,Drop Tower,34
2022-08-01,2022-08-01 11:00:00.000,Flying Coaster,19
2022-08-01,2022-08-01 11:00:00.000,Free Fall,61
2022-08-01,2022-08-01 11:00:00.000,Giant Wheel,50
2022-08-01,2022-08-01 11:00:00.000,Go-Karts,31
2022-08-01,2022-08-01 11:00:00.000,Haunted House,19
2022-08-01,2022-08-01 11:00:00.000,Inverted Coaster,54
2022-08-01,2022-08-01 11:00:00.000,Kiddie Coaster,6
2022-08-01,2022-08-01 11:00:00.000,Merry Go Round,17
2022-08-01,2022-08-01 11:00:00.000,Oz Theatre,7
2022-08-01,2022-08-01 11:00:00.000,Rapids Ride,13
2022-08-01,2022-08-01 11:00:00.000,Roller Coaster,32
2022-08-01,2022-08-01 11:00:00.000,Spinning Coaster,25
2022-08-01,2022-08-01 11:00:00.000,Spiral Slide,83
2022-08-01,2022-08-01 11:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 11:00:00.000,Swing Ride,44
2022-08-01,2022-08-01 11:00:00.000,Water Ride,25
2022-08-01,2022-08-01 11:00:00.000,Zipline,39
2022-08-01,2022-08-01 12:00:00.000,Bumper Cars,15
2022-08-01,2022-08-01 12:00:00.000,Bungee Jump,33
2022-08-01,2022-08-01 12:00:00.000,Circus Train,6
2022-08-01,2022-08-01 12:00:00.000,Dizzy Dropper,17
2022-08-01,2022-08-01 12:00:00.000,Drop Tower,42
2022-08-01,2022-08-01 12:00:00.000,Flying Coaster,29
2022-08-01,2022-08-01 12:00:00.000,Free Fall,61
2022-08-01,2022-08-01 12:00:00.000,Giant Wheel,50
2022-08-01,2022-08-01 12:00:00.000,Go-Karts,29
2022-08-01,2022-08-01 12:00:00.000,Haunted House,22
2022-08-01,2022-08-01 12:00:00.000,Inverted Coaster,61
2022-08-01,2022-08-01 12:00:00.000,Kiddie Coaster,7
2022-08-01,2022-08-01 12:00:00.000,Merry Go Round,20
2022-08-01,2022-08-01 12:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 12:00:00.000,Rapids Ride,19
2022-08-01,2022-08-01 12:00:00.000,Roller Coaster,33
2022-08-01,2022-08-01 12:00:00.000,Spinning Coaster,24
2022-08-01,2022-08-01 12:00:00.000,Spiral Slide,82
2022-08-01,2022-08-01 12:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 12:00:00.000,Swing Ride,45
2022-08-01,2022-08-01 12:00:00.000,Water Ride,27
2022-08-01,2022-08-01 12:00:00.000,Zipline,40
2022-08-01,2022-08-01 13:00:00.000,Bumper Cars,16
2022-08-01,2022-08-01 13:00:00.000,Bungee Jump,31
2022-08-01,2022-08-01 13:00:00.000,Circus Train,6
2022-08-01,2022-08-01 13:00:00.000,Dizzy Dropper,16
2022-08-01,2022-08-01 13:00:00.000,Drop Tower,39
2022-08-01,2022-08-01 13:00:00.000,Flying Coaster,29
2022-08-01,2022-08-01 13:00:00.000,Free Fall,63
2022-08-01,2022-08-01 13:00:00.000,Giant Wheel,49
2022-08-01,2022-08-01 13:00:00.000,Go-Karts,29
2022-08-01,2022-08-01 13:00:00.000,Haunted House,21
2022-08-01,2022-08-01 13:00:00.000,Inverted Coaster,46
2022-08-01,2022-08-01 13:00:00.000,Kiddie Coaster,8
2022-08-01,2022-08-01 13:00:00.000,Merry Go Round,24
2022-08-01,2022-08-01 13:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 13:00:00.000,Rapids Ride,22
2022-08-01,2022-08-01 13:00:00.000,Roller Coaster,33
2022-08-01,2022-08-01 13:00:00.000,Spinning Coaster,22
2022-08-01,2022-08-01 13:00:00.000,Spiral Slide,82
2022-08-01,2022-08-01 13:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 13:00:00.000,Swing Ride,45
2022-08-01,2022-08-01 13:00:00.000,Water Ride,27
2022-08-01,2022-08-01 13:00:00.000,Zipline,37
2022-08-01,2022-08-01 14:00:00.000,Bumper Cars,16
2022-08-01,2022-08-01 14:00:00.000,Bungee Jump,31
2022-08-01,2022-08-01 14:00:00.000,Circus Train,6
2022-08-01,2022-08-01 14:00:00.000,Dizzy Dropper,16
2022-08-01,2022-08-01 14:00:00.000,Drop Tower,37
2022-08-01,2022-08-01 14:00:00.000,Flying Coaster,30
2022-08-01,2022-08-01 14:00:00.000,Free Fall,63
2022-08-01,2022-08-01 14:00:00.000,Giant Wheel,50
2022-08-01,2022-08-01 14:00:00.000,Go-Karts,30
2022-08-01,2022-08-01 14:00:00.000,Haunted House,21
2022-08-01,2022-08-01 14:00:00.000,Inverted Coaster,43
2022-08-01,2022-08-01 14:00:00.000,Kiddie Coaster,9
2022-08-01,2022-08-01 14:00:00.000,Merry Go Round,28
2022-08-01,2022-08-01 14:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 14:00:00.000,Rapids Ride,24
2022-08-01,2022-08-01 14:00:00.000,Roller Coaster,33
2022-08-01,2022-08-01 14:00:00.000,Spinning Coaster,23
2022-08-01,2022-08-01 14:00:00.000,Spiral Slide,83
2022-08-01,2022-08-01 14:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 14:00:00.000,Swing Ride,46
2022-08-01,2022-08-01 14:00:00.000,Water Ride,28
2022-08-01,2022-08-01 14:00:00.000,Zipline,35
2022-08-01,2022-08-01 15:00:00.000,Bumper Cars,15
2022-08-01,2022-08-01 15:00:00.000,Bungee Jump,30
2022-08-01,2022-08-01 15:00:00.000,Circus Train,6
2022-08-01,2022-08-01 15:00:00.000,Dizzy Dropper,15
2022-08-01,2022-08-01 15:00:00.000,Drop Tower,36
2022-08-01,2022-08-01 15:00:00.000,Flying Coaster,29
2022-08-01,2022-08-01 15:00:00.000,Free Fall,63
2022-08-01,2022-08-01 15:00:00.000,Giant Wheel,50
2022-08-01,2022-08-01 15:00:00.000,Go-Karts,30
2022-08-01,2022-08-01 15:00:00.000,Haunted House,22
2022-08-01,2022-08-01 15:00:00.000,Inverted Coaster,43
2022-08-01,2022-08-01 15:00:00.000,Kiddie Coaster,10
2022-08-01,2022-08-01 15:00:00.000,Merry Go Round,29
2022-08-01,2022-08-01 15:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 15:00:00.000,Rapids Ride,27
2022-08-01,2022-08-01 15:00:00.000,Roller Coaster,35
2022-08-01,2022-08-01 15:00:00.000,Spinning Coaster,23
2022-08-01,2022-08-01 15:00:00.000,Spiral Slide,83
2022-08-01,2022-08-01 15:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 15:00:00.000,Swing Ride,46
2022-08-01,2022-08-01 15:00:00.000,Water Ride,28
2022-08-01,2022-08-01 15:00:00.000,Zipline,37
2022-08-01,2022-08-01 16:00:00.000,Bumper Cars,13
2022-08-01,2022-08-01 16:00:00.000,Bungee Jump,27
2022-08-01,2022-08-01 16:00:00.000,Circus Train,6
2022-08-01,2022-08-01 16:00:00.000,Dizzy Dropper,15
2022-08-01,2022-08-01 16:00:00.000,Drop Tower,33
2022-08-01,2022-08-01 16:00:00.000,Flying Coaster,24
2022-08-01,2022-08-01 16:00:00.000,Free Fall,59
2022-08-01,2022-08-01 16:00:00.000,Giant Wheel,50
2022-08-01,2022-08-01 16:00:00.000,Go-Karts,31
2022-08-01,2022-08-01 16:00:00.000,Haunted House,20
2022-08-01,2022-08-01 16:00:00.000,Inverted Coaster,47
2022-08-01,2022-08-01 16:00:00.000,Kiddie Coaster,9
2022-08-01,2022-08-01 16:00:00.000,Merry Go Round,23
2022-08-01,2022-08-01 16:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 16:00:00.000,Rapids Ride,24
2022-08-01,2022-08-01 16:00:00.000,Roller Coaster,30
2022-08-01,2022-08-01 16:00:00.000,Spinning Coaster,22
2022-08-01,2022-08-01 16:00:00.000,Spiral Slide,82
2022-08-01,2022-08-01 16:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 16:00:00.000,Swing Ride,45
2022-08-01,2022-08-01 16:00:00.000,Water Ride,27
2022-08-01,2022-08-01 16:00:00.000,Zipline,36
2022-08-01,2022-08-01 17:00:00.000,Bumper Cars,10
2022-08-01,2022-08-01 17:00:00.000,Bungee Jump,18
2022-08-01,2022-08-01 17:00:00.000,Circus Train,6
2022-08-01,2022-08-01 17:00:00.000,Dizzy Dropper,14
2022-08-01,2022-08-01 17:00:00.000,Drop Tower,27
2022-08-01,2022-08-01 17:00:00.000,Flying Coaster,17
2022-08-01,2022-08-01 17:00:00.000,Free Fall,41
2022-08-01,2022-08-01 17:00:00.000,Giant Wheel,49
2022-08-01,2022-08-01 17:00:00.000,Go-Karts,28
2022-08-01,2022-08-01 17:00:00.000,Haunted House,16
2022-08-01,2022-08-01 17:00:00.000,Inverted Coaster,45
2022-08-01,2022-08-01 17:00:00.000,Kiddie Coaster,7
2022-08-01,2022-08-01 17:00:00.000,Merry Go Round,17
2022-08-01,2022-08-01 17:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 17:00:00.000,Rapids Ride,17
2022-08-01,2022-08-01 17:00:00.000,Roller Coaster,21
2022-08-01,2022-08-01 17:00:00.000,Spinning Coaster,18
2022-08-01,2022-08-01 17:00:00.000,Spiral Slide,76
2022-08-01,2022-08-01 17:00:00.000,Superman Ride,23
2022-08-01,2022-08-01 17:00:00.000,Swing Ride,45
2022-08-01,2022-08-01 17:00:00.000,Water Ride,25
2022-08-01,2022-08-01 17:00:00.000,Zipline,34
2022-08-01,2022-08-01 18:00:00.000,Bumper Cars,9
2022-08-01,2022-08-01 18:00:00.000,Bungee Jump,16
2022-08-01,2022-08-01 18:00:00.000,Circus Train,6
2022-08-01,2022-08-01 18:00:00.000,Dizzy Dropper,14
2022-08-01,2022-08-01 18:00:00.000,Drop Tower,28
2022-08-01,2022-08-01 18:00:00.000,Flying Coaster,14
2022-08-01,2022-08-01 18:00:00.000,Free Fall,55
2022-08-01,2022-08-01 18:00:00.000,Giant Wheel,50
2022-08-01,2022-08-01 18:00:00.000,Go-Karts,31
2022-08-01,2022-08-01 18:00:00.000,Haunted House,19
2022-08-01,2022-08-01 18:00:00.000,Inverted Coaster,34
2022-08-01,2022-08-01 18:00:00.000,Kiddie Coaster,7
2022-08-01,2022-08-01 18:00:00.000,Merry Go Round,15
2022-08-01,2022-08-01 18:00:00.000,Oz Theatre,7
2022-08-01,2022-08-01 18:00:00.000,Rapids Ride,16
2022-08-01,2022-08-01 18:00:00.000,Spinning Coaster,22
2022-08-01,2022-08-01 18:00:00.000,Spiral Slide,78
2022-08-01,2022-08-01 18:00:00.000,Superman Ride,22
2022-08-01,2022-08-01 18:00:00.000,Swing Ride,50
2022-08-01,2022-08-01 18:00:00.000,Water Ride,27
2022-08-01,2022-08-01 18:00:00.000,Zipline,36
2022-08-01,2022-08-01 19:00:00.000,Bumper Cars,9
2022-08-01,2022-08-01 19:00:00.000,Bungee Jump,13
2022-08-01,2022-08-01 19:00:00.000,Circus Train,6
2022-08-01,2022-08-01 19:00:00.000,Dizzy Dropper,14
2022-08-01,2022-08-01 19:00:00.000,Drop Tower,27
2022-08-01,2022-08-01 19:00:00.000,Flying Coaster,15
2022-08-01,2022-08-01 19:00:00.000,Giant Wheel,44
2022-08-01,2022-08-01 19:00:00.000,Go-Karts,26
2022-08-01,2022-08-01 19:00:00.000,Haunted House,16
2022-08-01,2022-08-01 19:00:00.000,Kiddie Coaster,7
2022-08-01,2022-08-01 19:00:00.000,Merry Go Round,12
2022-08-01,2022-08-01 19:00:00.000,Oz Theatre,7
2022-08-01,2022-08-01 19:00:00.000,Rapids Ride,17
2022-08-01,2022-08-01 19:00:00.000,Spinning Coaster,17
2022-08-01,2022-08-01 19:00:00.000,Superman Ride,22
2022-08-01,2022-08-01 19:00:00.000,Swing Ride,44
2022-08-01,2022-08-01 19:00:00.000,Water Ride,24
2022-08-01,2022-08-01 19:00:00.000,Zipline,33
2022-08-01,2022-08-01 20:00:00.000,Bumper Cars,7
2022-08-01,2022-08-01 20:00:00.000,Bungee Jump,9
2022-08-01,2022-08-01 20:00:00.000,Circus Train,6
2022-08-01,2022-08-01 20:00:00.000,Dizzy Dropper,12
2022-08-01,2022-08-01 20:00:00.000,Drop Tower,23
2022-08-01,2022-08-01 20:00:00.000,Flying Coaster,11
2022-08-01,2022-08-01 20:00:00.000,Giant Wheel,38
2022-08-01,2022-08-01 20:00:00.000,Go-Karts,23
2022-08-01,2022-08-01 20:00:00.000,Haunted House,13
2022-08-01,2022-08-01 20:00:00.000,Kiddie Coaster,6
2022-08-01,2022-08-01 20:00:00.000,Merry Go Round,9
2022-08-01,2022-08-01 20:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 20:00:00.000,Rapids Ride,14
2022-08-01,2022-08-01 20:00:00.000,Spinning Coaster,12
2022-08-01,2022-08-01 20:00:00.000,Swing Ride,41
2022-08-01,2022-08-01 20:00:00.000,Water Ride,21
2022-08-01,2022-08-01 20:00:00.000,Zipline,31
2022-08-01,2022-08-01 21:00:00.000,Bumper Cars,6
2022-08-01,2022-08-01 21:00:00.000,Bungee Jump,13
2022-08-01,2022-08-01 21:00:00.000,Circus Train,6
2022-08-01,2022-08-01 21:00:00.000,Dizzy Dropper,12
2022-08-01,2022-08-01 21:00:00.000,Drop Tower,22
2022-08-01,2022-08-01 21:00:00.000,Flying Coaster,11
2022-08-01,2022-08-01 21:00:00.000,Giant Wheel,35
2022-08-01,2022-08-01 21:00:00.000,Go-Karts,22
2022-08-01,2022-08-01 21:00:00.000,Haunted House,12
2022-08-01,2022-08-01 21:00:00.000,Kiddie Coaster,7
2022-08-01,2022-08-01 21:00:00.000,Merry Go Round,9
2022-08-01,2022-08-01 21:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 21:00:00.000,Rapids Ride,14
2022-08-01,2022-08-01 21:00:00.000,Spinning Coaster,14
2022-08-01,2022-08-01 21:00:00.000,Swing Ride,40
2022-08-01,2022-08-01 21:00:00.000,Water Ride,19
2022-08-01,2022-08-01 21:00:00.000,Zipline,29
2022-08-01,2022-08-01 22:00:00.000,Bumper Cars,8
2022-08-01,2022-08-01 22:00:00.000,Bungee Jump,14
2022-08-01,2022-08-01 22:00:00.000,Circus Train,6
2022-08-01,2022-08-01 22:00:00.000,Dizzy Dropper,12
2022-08-01,2022-08-01 22:00:00.000,Drop Tower,25
2022-08-01,2022-08-01 22:00:00.000,Flying Coaster,14
2022-08-01,2022-08-01 22:00:00.000,Giant Wheel,31
2022-08-01,2022-08-01 22:00:00.000,Go-Karts,14
2022-08-01,2022-08-01 22:00:00.000,Haunted House,18
2022-08-01,2022-08-01 22:00:00.000,Merry Go Round,12
2022-08-01,2022-08-01 22:00:00.000,Oz Theatre,8
2022-08-01,2022-08-01 22:00:00.000,Spinning Coaster,16
2022-08-01,2022-08-01 22:00:00.000,Swing Ride,37
2022-08-01,2022-08-01 22:00:00.000,Water Ride,18
2022-08-01,2022-08-01 22:00:00.000,Zipline,26
2022-08-02,2022-08-02 09:00:00.000,Bumper Cars,6
2022-08-02,2022-08-02 09:00:00.000,Bungee Jump,13
2022-08-02,2022-08-02 09:00:00.000,Circus Train,5
2022-08-02,2022-08-02 09:00:00.000,Dizzy Dropper,6
2022-08-02,2022-08-02 09:00:00.000,Drop Tower,12
2022-08-02,2022-08-02 09:00:00.000,Flying Coaster,13
2022-08-02,2022-08-02 09:00:00.000,Free Fall,56
2022-08-02,2022-08-02 09:00:00.000,Giant Wheel,28
2022-08-02,2022-08-02 09:00:00.000,Go-Karts,13
2022-08-02,2022-08-02 09:00:00.000,Haunted House,4
2022-08-02,2022-08-02 09:00:00.000,Inverted Coaster,19
2022-08-02,2022-08-02 09:00:00.000,Merry Go Round,6
2022-08-02,2022-08-02 09:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 09:00:00.000,Spinning Coaster,8
2022-08-02,2022-08-02 09:00:00.000,Spiral Slide,81
2022-08-02,2022-08-02 09:00:00.000,Superman Ride,24
2022-08-02,2022-08-02 09:00:00.000,Swing Ride,37
2022-08-02,2022-08-02 09:00:00.000,Water Ride,9
2022-08-02,2022-08-02 09:00:00.000,Zipline,10
2022-08-02,2022-08-02 10:00:00.000,Bumper Cars,9
2022-08-02,2022-08-02 10:00:00.000,Bungee Jump,14
2022-08-02,2022-08-02 10:00:00.000,Circus Train,5
2022-08-02,2022-08-02 10:00:00.000,Dizzy Dropper,11
2022-08-02,2022-08-02 10:00:00.000,Drop Tower,21
2022-08-02,2022-08-02 10:00:00.000,Flying Coaster,15
2022-08-02,2022-08-02 10:00:00.000,Free Fall,52
2022-08-02,2022-08-02 10:00:00.000,Giant Wheel,44
2022-08-02,2022-08-02 10:00:00.000,Go-Karts,21
2022-08-02,2022-08-02 10:00:00.000,Haunted House,13
2022-08-02,2022-08-02 10:00:00.000,Inverted Coaster,36
2022-08-02,2022-08-02 10:00:00.000,Kiddie Coaster,6
2022-08-02,2022-08-02 10:00:00.000,Merry Go Round,8
2022-08-02,2022-08-02 10:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 10:00:00.000,Rapids Ride,10
2022-08-02,2022-08-02 10:00:00.000,Roller Coaster,28
2022-08-02,2022-08-02 10:00:00.000,Spinning Coaster,20
2022-08-02,2022-08-02 10:00:00.000,Spiral Slide,80
2022-08-02,2022-08-02 10:00:00.000,Superman Ride,24
2022-08-02,2022-08-02 10:00:00.000,Swing Ride,42
2022-08-02,2022-08-02 10:00:00.000,Water Ride,20
2022-08-02,2022-08-02 10:00:00.000,Zipline,24
2022-08-02,2022-08-02 11:00:00.000,Bumper Cars,10
2022-08-02,2022-08-02 11:00:00.000,Bungee Jump,20
2022-08-02,2022-08-02 11:00:00.000,Circus Train,5
2022-08-02,2022-08-02 11:00:00.000,Dizzy Dropper,12
2022-08-02,2022-08-02 11:00:00.000,Drop Tower,27
2022-08-02,2022-08-02 11:00:00.000,Flying Coaster,17
2022-08-02,2022-08-02 11:00:00.000,Free Fall,52
2022-08-02,2022-08-02 11:00:00.000,Giant Wheel,46
2022-08-02,2022-08-02 11:00:00.000,Go-Karts,25
2022-08-02,2022-08-02 11:00:00.000,Haunted House,15
2022-08-02,2022-08-02 11:00:00.000,Inverted Coaster,43
2022-08-02,2022-08-02 11:00:00.000,Kiddie Coaster,5
2022-08-02,2022-08-02 11:00:00.000,Merry Go Round,14
2022-08-02,2022-08-02 11:00:00.000,Oz Theatre,7
2022-08-02,2022-08-02 11:00:00.000,Rapids Ride,10
2022-08-02,2022-08-02 11:00:00.000,Roller Coaster,28
2022-08-02,2022-08-02 11:00:00.000,Spinning Coaster,24
2022-08-02,2022-08-02 11:00:00.000,Spiral Slide,80
2022-08-02,2022-08-02 11:00:00.000,Superman Ride,24
2022-08-02,2022-08-02 11:00:00.000,Swing Ride,43
